date,away_team,home_team,algo_proj,away_proj,home_proj,away_odds,home_odds,diff_away,diff_home,strat_00_bet,strat_00_to_win,strat_00_won,strat_01_bet,strat_01_to_win,strat_01_won,strat_1_bet,strat_1_to_win,strat_1_won,strat_2_bet,strat_2_to_win,strat_2_won,strat_3_bet,strat_3_to_win,strat_3_won,strat_4_bet,strat_4_to_win,strat_4_won
7/1/2012,arizona-diamondbacks,milwaukee-brewers,-50.43%,102,-102,117,-135,15,33,$100,$74.07,$174.07,$100,$74.07,$174.07,$100,$117.00,$0,,,,,,,,,
7/1/2012,washington-nationals,atlanta-braves,50.35%,-101,101,-103,-114,2,15,$100,$97.09,$197.09,$100,$87.72,$0,,,,,,,,,,,,
7/1/2012,cleveland-indians,baltimore-orioles,-50.05%,100,-100,-105,-112,5,12,$100,$89.29,$0,$100,$89.29,$0,,,,,,,,,,,,
7/1/2012,boston-red-sox,seattle-mariners,56.30%,-129,129,-135,116,6,13,$100,$74.07,$174.07,$100,$74.07,$174.07,,,,,,,,,,,,
7/1/2012,houston-astros,chicago-cubs,-54.57%,120,-120,100,-119,20,1,$100,$84.03,$184.03,$100,$84.03,$184.03,$100,$84.03,$184.03,$100,$84.03,$184.03,,,,,,
7/1/2012,chicago-white-sox,new-york-yankees,-52.67%,111,-111,127,-147,16,36,$100,$68.03,$168.03,$100,$68.03,$168.03,$100,$127.00,$0,,,,,,,,,
7/1/2012,cincinnati-reds,san-francisco-giants,-50.10%,100,-100,131,-151,31,51,$100,$66.23,$166.23,$100,$66.23,$166.23,$100,$131.00,$0,,,,,,,,,
7/1/2012,san-diego-padres,colorado-rockies,-50.18%,101,-101,134,-156,33,55,$100,$64.10,$0,$100,$64.10,$0,$100,$134.00,$234.00,,,,,,,,,
7/1/2012,detroit-tigers,tampa-bay-rays,50.50%,-102,102,102,-119,4,21,$100,$102.00,$202.00,$100,$84.03,$0,$100,$102.00,$202.00,$100,$102.00,$202.00,$100,$102.00,$202.00,,,
7/1/2012,kansas-city-royals,minnesota-twins,55.56%,-125,125,122,-140,47,65,$100,$122.00,$0,$100,$71.43,$171.43,$100,$122.00,$0,$100,$122.00,$0,$100,$122.00,$0,$100,$122.00,$0
7/1/2012,los-angeles-angels,toronto-blue-jays,52.28%,-110,110,-147,127,37,17,$100,$68.03,$168.03,$100,$68.03,$168.03,$100,$127.00,$0,,,,,,,,,
7/1/2012,new-york-mets,los-angeles-dodgers,57.47%,-135,135,125,-144,60,79,$100,$125.00,$0,$100,$69.44,$169.44,$100,$125.00,$0,$100,$125.00,$0,$100,$125.00,$0,$100,$125.00,$0
7/1/2012,philadelphia-phillies,miami-marlins,51.28%,-105,105,114,-133,19,38,$100,$114.00,$0,$100,$75.19,$175.19,$100,$114.00,$0,$100,$114.00,$0,$100,$114.00,$0,,,
7/1/2012,oakland-athletics,texas-rangers,-58.11%,139,-139,189,-222,50,83,$100,$45.05,$0,$100,$45.05,$0,$100,$189.00,$289.00,,,,,,,$100,$189.00,$289.00
,,,,,,,,,,$1400,$33.55,2.40%,$1400,$150.52,10.75%,$1100,-$190.97,-17.36%,$500,-$113.97,-22.79%,$400,-$198.00,-49.50%,$300,-$11.00,-3.67%
7/2/2012,san-diego-padres,arizona-diamondbacks,-56.93%,132,-132,143,-166,11,34,$100,$60.24,$0,$100,$60.24,$0,$100,$143.00,$243.00,,,,,,,,,
7/2/2012,chicago-cubs,atlanta-braves,-57.47%,135,-135,179,-212,44,77,$100,$47.17,$0,$100,$47.17,$0,$100,$179.00,$279.00,,,,,,,,,
7/2/2012,baltimore-orioles,seattle-mariners,54.68%,-121,121,-135,116,14,5,$100,$74.07,$0,$100,$74.07,$0,,,,,,,,,,,,
