date,away_team,home_team,algo_proj,away_proj,home_proj,away_odds,home_odds,diff_away,diff_home,strat_00_bet,strat_00_to_win,strat_00_won,strat_01_bet,strat_01_to_win,strat_01_won,strat_1_bet,strat_1_to_win,strat_1_won,strat_2_bet,strat_2_to_win,strat_2_won,strat_3_bet,strat_3_to_win,strat_3_won,strat_4_bet,strat_4_to_win,strat_4_won
7/10/2009,pittsburgh-pirates,philadelphia-phillies,-54.98%,122,-122,148,-172,26,50,$100,$58.14,$158.14,$100,$58.14,$158.14,$100,$148.00,$0,,,,,,,,,
7/10/2009,san-diego-padres,san-francisco-giants,-61.30%,158,-158,124,-147,34,11,$100,$68.03,$168.03,$100,$68.03,$168.03,$100,$68.03,$168.03,$100,$68.03,$168.03,,,,,,
7/10/2009,texas-rangers,seattle-mariners,50.70%,-103,103,-116,-104,13,7,$100,$86.21,$186.21,$100,$86.21,$186.21,,,,,,,,,,,,
,,,,,,,,,,$1000,$369.25,36.93%,$1000,$171.21,17.12%,$600,$164.51,27.42%,$300,$235.51,78.50%,$0,$0.00,0%,$100,-$100.00,-100.00%
7/11/2009,atlanta-braves,colorado-rockies,-53.73%,116,-116,100,-119,16,3,$100,$84.03,$0,$100,$84.03,$0,,,,,,,,,,,,
7/11/2009,toronto-blue-jays,baltimore-orioles,55.64%,-125,125,-123,102,2,23,$100,$81.30,$0,$100,$81.30,$0,$100,$81.30,$0,$100,$81.30,$0,,,,,,
7/11/2009,kansas-city-royals,boston-red-sox,-59.98%,150,-150,154,-181,4,31,$100,$55.25,$155.25,$100,$55.25,$155.25,$100,$154.00,$0,,,,,,,,,
7/11/2009,cincinnati-reds,new-york-mets,52.14%,-109,109,120,-142,29,51,$100,$120.00,$0,$100,$70.42,$170.42,$100,$120.00,$0,$100,$120.00,$0,$100,$120.00,$0,,,
7/11/2009,cleveland-indians,detroit-tigers,-61.48%,160,-160,104,-126,56,34,$100,$79.37,$0,$100,$79.37,$0,$100,$79.37,$0,$100,$79.37,$0,,,,,,
7/11/2009,new-york-yankees,los-angeles-angels,52.98%,-113,113,-107,-112,6,25,$100,$93.46,$0,$100,$89.29,$189.29,$100,$93.46,$0,$100,$93.46,$0,,,,,,
7/11/2009,oakland-athletics,tampa-bay-rays,-60.30%,152,-152,164,-185,12,33,$100,$54.05,$0,$100,$54.05,$0,$100,$164.00,$264.00,,,,,,,,,
7/11/2009,pittsburgh-pirates,philadelphia-phillies,-56.29%,129,-129,211,-256,82,127,$100,$39.06,$139.06,$100,$39.06,$139.06,$100,$211.00,$0,,,,,,,$100,$211.00,$0
7/11/2009,san-diego-padres,san-francisco-giants,-61.76%,162,-162,206,-243,44,81,$100,$41.15,$141.15,$100,$41.15,$141.15,$100,$206.00,$0,,,,,,,,,
