date,away_team,home_team,algo_proj,away_proj,home_proj,away_odds,home_odds,diff_away,diff_home,strat_00_bet,strat_00_to_win,strat_00_won,strat_01_bet,strat_01_to_win,strat_01_won,strat_1_bet,strat_1_to_win,strat_1_won,strat_2_bet,strat_2_to_win,strat_2_won,strat_3_bet,strat_3_to_win,strat_3_won,strat_4_bet,strat_4_to_win,strat_4_won
1/28/2011,orlando-magic,chicago-bulls,-64.32%,180,-180,-123,100,103,80,$100,$100.00,$200.00,$100,$81.30,$0,$100,$100.00,$200.00,$100,$100.00,$200.00,$100,$100.00,$200.00,,,
1/28/2011,denver-nuggets,cleveland-cavaliers,89.14%,-821,821,-625,428,196,193,$100,$16.00,$116.00,$100,$16.00,$116.00,$100,$16.00,$116.00,$100,$16.00,$116.00,,,,$100,$16.00,$116.00
1/28/2011,detroit-pistons,miami-heat,-78.97%,376,-376,425,-588,49,12,$100,$17.01,$117.01,$100,$17.01,$117.01,$100,$425.00,$0,,,,,,,,,
1/28/2011,sacramento-kings,los-angeles-lakers,-80.06%,402,-402,889,-1666,287,1064,$100,$6.00,$0,$100,$6.00,$0,$100,$889.00,$989.00,,,,,,,$100,$889.00,$989.00
1/28/2011,memphis-grizzlies,philadelphia-76ers,-63.73%,176,-176,152,-185,24,9,$100,$54.05,$0,$100,$54.05,$0,,,,,,,,,,,,
1/28/2011,milwaukee-bucks,toronto-raptors,62.43%,-166,166,-144,122,22,44,$100,$69.44,$169.44,$100,$69.44,$169.44,$100,$69.44,$169.44,$100,$69.44,$169.44,,,,,,
1/28/2011,minnesota-timberwolves,utah-jazz,-76.26%,321,-321,262,-333,59,12,$100,$30.03,$130.03,$100,$30.03,$130.03,,,,,,,,,,,,
1/28/2011,washington-wizards,oklahoma-city-thunder,-85.12%,572,-572,507,-833,65,61,$100,$12.00,$112.00,$100,$12.00,$112.00,,,,,,,,,,,,
,,,,,,,,,,$1100,-$123.46,-11.22%,$1100,-$323.46,-29.41%,$700,$774.44,110.63%,$400,$85.44,21.36%,$100,$100.00,100.00%,$200,$905.00,452.50%
1/29/2011,atlanta-hawks,dallas-mavericks,59.05%,-144,144,179,-222,123,166,$100,$179.00,$0,$100,$45.05,$145.05,$100,$179.00,$0,$100,$179.00,$0,$100,$179.00,$0,$100,$179.00,$0
1/29/2011,charlotte-hornets,los-angeles-clippers,-59.93%,150,-150,202,-250,52,100,$100,$40.00,$140.00,$100,$40.00,$140.00,$100,$202.00,$0,,,,,,,,,
1/29/2011,indiana-pacers,chicago-bulls,-83.47%,505,-505,273,-357,32,148,$100,$28.01,$128.01,$100,$28.01,$128.01,$100,$28.01,$128.01,$100,$28.01,$128.01,,,,$100,$28.01,$128.01
1/29/2011,houston-rockets,san-antonio-spurs,-78.37%,362,-362,323,-416,39,54,$100,$24.04,$124.04,$100,$24.04,$124.04,,,,,,,,,,,,
1/29/2011,washington-wizards,memphis-grizzlies,-81.70%,446,-446,380,-500,66,54,$100,$20.00,$120.00,$100,$20.00,$120.00,,,,,,,,,,,,
1/29/2011,toronto-raptors,minnesota-timberwolves,-58.62%,142,-142,169,-204,27,62,$100,$49.02,$149.02,$100,$49.02,$149.02,$100,$169.00,$0,,,,,,,,,
1/29/2011,new-orleans-pelicans,sacramento-kings,71.58%,-252,252,-204,167,48,85,$100,$49.02,$0,$100,$49.02,$0,$100,$49.02,$0,$100,$49.02,$0,,,,,,
,,,,,,,,,,$700,-$38.93,-5.56%,$700,$106.11,15.16%,$500,-$371.99,-74.40%,$300,-$171.99,-57.33%,$100,-$100.00,-100.00%,$200,-$71.99,-35.99%
1/30/2011,boston-celtics,los-angeles-lakers,-63.39%,173,-173,127,-151,46,22,$100,$66.23,$0,$100,$66.23,$0,$100,$66.23,$0,$100,$66.23,$0,,,,,,
1/30/2011,cleveland-cavaliers,orlando-magic,-87.71%,714,-714,1775,-4999,861,4085,$100,$2.00,$102.00,$100,$2.00,$102.00,$100,$1775.00,$0,,,,,,,$100,$1775.00,$0
1/30/2011,denver-nuggets,philadelphia-76ers,50.62%,-103,103,100,-123,3,26,$100,$100.00,$0,$100,$81.30,$181.30,$100,$100.00,$0,$100,$100.00,$0,$100,$100.00,$0,,,
1/30/2011,detroit-pistons,new-york-knicks,-72.56%,264,-264,235,-303,29,39,$100,$33.00,$133.00,$100,$33.00,$133.00,,,,,,,,,,,,
1/30/2011,utah-jazz,golden-state-warriors,51.26%,-105,105,158,-192,63,97,$100,$158.00,$0,$100,$52.08,$152.08,$100,$158.00,$0,$100,$158.00,$0,$100,$158.00,$0,,,
1/30/2011,miami-heat,oklahoma-city-thunder,52.63%,-111,111,-106,-112,5,23,$100,$94.34,$194.34,$100,$89.29,$0,$100,$94.34,$194.34,$100,$94.34,$194.34,,,,,,
1/30/2011,new-orleans-pelicans,phoenix-suns,62.06%,-164,164,104,-128,68,92,$100,$104.00,$0,$100,$78.13,$178.13,$100,$104.00,$0,$100,$104.00,$0,$100,$104.00,$0,,,
,,,,,,,,,,$700,-$270.66,-38.67%,$700,$46.51,6.64%,$600,-$405.66,-67.61%,$500,-$305.66,-61.13%,$300,-$300.00,-100.00%,$100,-$100.00,-100.00%
1/31/2011,denver-nuggets,brooklyn-nets,69.49%,-228,228,-161,134,67,94,$100,$62.11,$0,$100,$62.11,$0,$100,$62.11,$0,$100,$62.11,$0,,,,,,
1/31/2011,charlotte-hornets,utah-jazz,-65.30%,188,-188,133,-161,55,27,$100,$62.11,$162.11,$100,$62.11,$162.11,$100,$62.11,$162.11,$100,$62.11,$162.11,,,,,,
1/31/2011,cleveland-cavaliers,miami-heat,-89.13%,820,-820,1645,-9999,625,8979,$100,$1.00,$101.00,$100,$1.00,$101.00,$100,$1645.00,$0,,,,,,,$100,$1645.00,$0
1/31/2011,washington-wizards,dallas-mavericks,-81.32%,435,-435,438,-666,3,31,$100,$15.02,$115.02,$100,$15.02,$115.02,$100,$438.00,$0,,,,,,,,,
1/31/2011,toronto-raptors,indiana-pacers,-67.70%,210,-210,324,-416,114,6,$100,$24.04,$124.04,$100,$24.04,$124.04,$100,$324.00,$0,,,,,,,$100,$324.00,$0
1/31/2011,milwaukee-bucks,los-angeles-clippers,-64.68%,183,-183,135,-163,48,20,$100,$61.35,$161.35,$100,$61.35,$161.35,$100,$61.35,$161.35,$100,$61.35,$161.35,,,,,,
1/31/2011,orlando-magic,memphis-grizzlies,59.67%,-148,148,-123,102,25,46,$100,$81.30,$0,$100,$81.30,$0,$100,$81.30,$0,$100,$81.30,$0,,,,,,
,,,,,,,,,,$700,-$36.48,-5.21%,$700,-$36.48,-5.21%,$700,-$376.54,-53.79%,$400,-$76.54,-19.13%,$0,$0.00,0%,$200,-$200.00,-100.00%
2/1/2011,boston-celtics,sacramento-kings,78.20%,-359,359,-285,225,74,134,$100,$35.09,$135.09,$100,$35.09,$135.09,$100,$35.09,$135.09,$100,$35.09,$135.09,,,,,,
2/1/2011,houston-rockets,los-angeles-lakers,-70.07%,234,-234,359,-500,125,66,$100,$20.00,$120.00,$100,$20.00,$120.00,$100,$359.00,$0,,,,,,,$100,$359.00,$0
2/1/2011,washington-wizards,new-orleans-pelicans,-87.55%,703,-703,379,-500,124,3,$100,$20.00,$120.00,$100,$20.00,$120.00,$100,$20.00,$120.00,$100,$20.00,$120.00,,,,,,
2/1/2011,san-antonio-spurs,portland-trail-blazers,67.94%,-212,212,-222,179,10,33,$100,$45.05,$0,$100,$45.05,$0,,,,,,,,,,,,
,,,,,,,,,,$400,-$24.91,-6.23%,$400,-$24.91,-6.23%,$300,-$44.91,-14.97%,$200,$55.09,27.54%,$0,$0.00,0%,$100,-$100.00,-100.00%
2/2/2011,toronto-raptors,atlanta-hawks,-79.92%,398,-398,482,-714,84,116,$100,$14.01,$114.01,$100,$14.01,$114.01,$100,$482.00,$0,,,,,,,,,
2/2/2011,philadelphia-76ers,brooklyn-nets,-66.53%,199,-199,-147,120,146,119,$100,$120.00,$0,$100,$68.03,$168.03,$100,$120.00,$0,$100,$120.00,$0,$100,$120.00,$0,$100,$120.00,$0
2/2/2011,charlotte-hornets,detroit-pistons,-53.58%,115,-115,106,-129,9,14,$100,$77.52,$0,$100,$77.52,$0,,,,,,,,,,,,
2/2/2011,chicago-bulls,los-angeles-clippers,68.57%,-218,218,-140,116,78,102,$100,$71.43,$171.43,$100,$71.43,$171.43,$100,$71.43,$171.43,$100,$71.43,$171.43,,,,,,
2/2/2011,indiana-pacers,cleveland-cavaliers,73.34%,-275,275,-285,225,10,50,$100,$35.09,$135.09,$100,$35.09,$135.09,,,,,,,,,,,,
2/2/2011,dallas-mavericks,new-york-knicks,50.11%,-100,100,106,-128,6,28,$100,$106.00,$206.00,$100,$78.13,$0,$100,$106.00,$206.00,$100,$106.00,$206.00,$100,$106.00,$206.00,,,
2/2/2011,houston-rockets,utah-jazz,-69.38%,227,-227,110,-133,117,94,$100,$75.19,$0,$100,$75.19,$0,$100,$75.19,$0,$100,$75.19,$0,,,,,,
2/2/2011,memphis-grizzlies,minnesota-timberwolves,66.28%,-197,197,-138,114,59,83,$100,$72.46,$172.46,$100,$72.46,$172.46,$100,$72.46,$172.46,$100,$72.46,$172.46,,,,,,
2/2/2011,milwaukee-bucks,phoenix-suns,-63.12%,171,-171,202,-250,31,79,$100,$40.00,$140.00,$100,$40.00,$140.00,$100,$202.00,$0,,,,,,,,,
2/2/2011,new-orleans-pelicans,oklahoma-city-thunder,-51.54%,106,-106,274,-344,168,38,$100,$29.07,$129.07,$100,$29.07,$129.07,$100,$274.00,$0,,,,,,,$100,$274.00,$0
2/2/2011,portland-trail-blazers,denver-nuggets,61.91%,-163,163,325,-434,288,397,$100,$325.00,$0,$100,$23.04,$123.04,$100,$325.00,$0,$100,$325.00,$0,$100,$325.00,$0,$100,$325.00,$0
