date,away_team,home_team,algo_proj,away_proj,home_proj,away_odds,home_odds,diff_away,diff_home,strat_00_bet,strat_00_to_win,strat_00_won,strat_01_bet,strat_01_to_win,strat_01_won,strat_1_bet,strat_1_to_win,strat_1_won,strat_2_bet,strat_2_to_win,strat_2_won,strat_3_bet,strat_3_to_win,strat_3_won,strat_4_bet,strat_4_to_win,strat_4_won
1/15/2014,toronto-raptors,boston-celtics,73.18%,-273,273,-175,148,98,125,$100,$57.14,$0,$100,$57.14,$0,$100,$57.14,$0,$100,$57.14,$0,,,,,,
1/15/2014,charlotte-hornets,philadelphia-76ers,51.01%,-104,104,110,-131,14,35,$100,$110.00,$0,$100,$76.34,$176.34,$100,$110.00,$0,$100,$110.00,$0,$100,$110.00,$0,,,
1/15/2014,chicago-bulls,orlando-magic,65.97%,-194,194,-243,198,49,4,$100,$41.15,$141.15,$100,$41.15,$141.15,$100,$198.00,$0,,,,,,,,,
1/15/2014,cleveland-cavaliers,portland-trail-blazers,-77.98%,354,-354,454,-625,100,71,$100,$16.00,$116.00,$100,$16.00,$116.00,$100,$454.00,$0,,,,,,,$100,$454.00,$0
1/15/2014,dallas-mavericks,los-angeles-clippers,-64.90%,185,-185,171,-204,14,19,$100,$49.02,$149.02,$100,$49.02,$149.02,,,,,,,,,,,,
1/15/2014,denver-nuggets,golden-state-warriors,-61.88%,162,-162,298,-370,136,8,$100,$27.03,$0,$100,$27.03,$0,$100,$298.00,$398.00,,,,,,,$100,$298.00,$398.00
1/15/2014,houston-rockets,new-orleans-pelicans,65.02%,-186,186,-232,193,46,7,$100,$43.10,$143.10,$100,$43.10,$143.10,$100,$193.00,$0,,,,,,,,,
1/15/2014,los-angeles-lakers,phoenix-suns,-69.89%,232,-232,479,-666,47,234,$100,$15.02,$115.02,$100,$15.02,$115.02,$100,$479.00,$0,,,,,,,,,
1/15/2014,memphis-grizzlies,milwaukee-bucks,72.18%,-259,259,-238,194,21,65,$100,$42.02,$142.02,$100,$42.02,$142.02,$100,$42.02,$142.02,$100,$42.02,$142.02,,,,,,
1/15/2014,miami-heat,washington-wizards,65.36%,-189,189,-256,212,67,23,$100,$39.06,$0,$100,$39.06,$0,$100,$212.00,$312.00,,,,,,,,,
1/15/2014,sacramento-kings,minnesota-timberwolves,-64.61%,183,-183,397,-526,14,143,$100,$19.01,$0,$100,$19.01,$0,$100,$397.00,$497.00,,,,,,,,,
1/15/2014,utah-jazz,san-antonio-spurs,-80.02%,401,-401,975,-1666,374,1065,$100,$6.00,$106.00,$100,$6.00,$106.00,$100,$975.00,$0,,,,,,,$100,$975.00,$0
,,,,,,,,,,$1200,-$287.69,-23.97%,$1200,-$111.35,-9.28%,$1100,$249.02,22.64%,$300,-$157.98,-52.66%,$100,-$100.00,-100.00%,$300,$98.00,32.67%
1/16/2014,brooklyn-nets,atlanta-hawks,-68.83%,221,-221,-105,-114,126,107,$100,$87.72,$0,$100,$87.72,$0,$100,$87.72,$0,$100,$87.72,$0,,,,$100,$87.72,$0
1/16/2014,oklahoma-city-thunder,houston-rockets,-57.95%,138,-138,117,-138,21,0,$100,$72.46,$0,$100,$72.46,$0,,,,,,,,,,,,
1/16/2014,new-york-knicks,indiana-pacers,-77.47%,344,-344,376,-500,32,156,$100,$20.00,$120.00,$100,$20.00,$120.00,$100,$376.00,$0,,,,,,,,,
,,,,,,,,,,$300,-$180.00,-60.00%,$300,-$180.00,-60.00%,$200,-$200.00,-100.00%,$100,-$100.00,-100.00%,$0,$0.00,0%,$100,-$100.00,-100.00%
1/17/2014,los-angeles-lakers,boston-celtics,-56.30%,129,-129,244,-303,115,174,$100,$33.00,$0,$100,$33.00,$0,$100,$244.00,$344.00,,,,,,,$100,$244.00,$344.00
1/17/2014,charlotte-hornets,orlando-magic,57.25%,-134,134,-120,102,14,32,$100,$83.33,$183.33,$100,$83.33,$183.33,$100,$83.33,$183.33,$100,$83.33,$183.33,,,,,,
1/17/2014,chicago-bulls,washington-wizards,57.98%,-138,138,166,-200,104,138,$100,$166.00,$0,$100,$50.00,$150.00,$100,$166.00,$0,$100,$166.00,$0,$100,$166.00,$0,$100,$166.00,$0
1/17/2014,cleveland-cavaliers,denver-nuggets,-68.18%,214,-214,246,-303,32,89,$100,$33.00,$0,$100,$33.00,$0,$100,$246.00,$346.00,,,,,,,,,
